"event-id","visible","timestamp","location-long","location-lat","comments","modelled","study-specific-measurement","tag-tech-spec","sensor-type","individual-taxon-canonical-name","tag-local-identifier","individual-local-identifier","study-name","OSU Ocean NPP 0.083deg Monthly NPP","ECMWF Interim Full Daily SFC Sea Ice Cover","ETOPO1 Elevation","ECMWF Interim Full Daily SFC Sea Surface Temperature"
"1940494911","true","2012-01-27 05:00:36.000","-1.399865335","-69.64191647","-54427.15371-2227232.572","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","276.4416884202056","0.0","-2520","271.7070106859755"
"1940494912","true","2012-01-27 05:30:36.000","-1.443096917","-69.54658498","-56375.82759-2237835.79","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","314.1895341561691","0.0","-2883","271.7666000933783"
"1940494913","true","2012-01-27 06:00:36.000","-1.597753387","-69.45853173","-62690.4352-2247509.707","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","309.9012221849285","0.0","-2786","271.7496024631616"
"1940494914","true","2012-01-27 06:30:36.000","-1.792509739","-69.27029475","-70987.80069-2268313.653","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","370.9895835452075","0.0","-3079","271.8174782824222"
"1940494915","true","2012-01-27 07:00:36.000","-1.8471802","-69.22312878","-73322.14472-2273516.057","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","388.1379814575774","0.0","-3133","271.8335879331046"
"1940494916","true","2012-01-27 07:30:36.000","-1.892719999","-69.22037383","-75139.33111-2273764.963","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","385.19824238758144","0.0","-3094","271.8338036886774"
"1940494917","true","2012-01-27 08:00:36.000","-1.903248475","-69.21975023","-75559.46512-2273820.814","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","385.22993810882144","0.0","-3094","271.8338435934208"
"1940494918","true","2012-01-27 08:30:36.000","-1.913351819","-69.21878794","-75964.01468-2273915.003","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","385.66576025273866","0.0","-3080","271.8340029805757"
"1940494919","true","2012-01-27 09:00:36.000","-1.877725113","-69.22346602","-74532.93109-2273438.953","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","382.87201267966236","0.0","-3110","271.8329887690873"
"1940494920","true","2012-01-27 09:30:36.000","-2.060254294","-69.31615329","-81402.55366-2262833.487","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","340.9186233089772","0.0","-2911","271.79855173145086"
"1940494921","true","2012-01-27 10:00:36.000","-2.176147641","-69.30477264","-86027.77483-2263935.576","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","333.2968564093884","0.0","-2949","271.80128869568307"
"1940494922","true","2012-01-27 10:30:36.000","-2.192921464","-69.30423189","-86692.87057-2263970.703","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","333.01496731860357","0.0","-2940","271.8012797580111"
"1940494923","true","2012-01-27 11:00:36.000","-2.197267986","-69.30631732","-86855.67896-2263731.149","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","332.28660442465264","0.0","-2940","271.8005276623502"
"1940494924","true","2012-01-27 11:30:36.000","-2.201531041","-69.30808616","-87016.51376-2263527.078","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","331.60725211558986","0.0","-2940","271.79988399416015"
"1940494925","true","2012-01-27 12:00:36.000","-2.205793007","-69.30982813","-87177.3913-2263326","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","330.90546149163225","0.0","-2917","271.79925023758614"
"1940494926","true","2012-01-27 12:30:36.000","-2.210849321","-69.31145933","-87370.09315-2263136.076","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","316.2039686306768","0.0","-2900","271.79864587514544"
"1940494927","true","2012-01-27 13:00:36.000","-2.207277296","-69.30267603","-87266.81976-2264122.721","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","333.0487254882218","0.0","-2940","271.80163447004395"
"1940494928","true","2012-01-27 13:30:36.000","-2.208645978","-69.16477218","-87915.18878-2279529.66","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","389.80194750735495","0.0","-3045","271.8457878362121"
"1940494929","true","2012-01-27 14:00:36.000","-2.434842028","-69.08915823","-97273.0796-2287615.159","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","342.74392895242147","0.0","-3297","271.8207337722118"
"1940494930","true","2012-01-27 14:30:36.000","-2.407625351","-69.03038396","-96462.64055-2294231.007","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","338.36745191587084","0.0","-3382","271.8456510294182"
"1940494931","true","2012-01-27 15:00:36.000","-2.433720195","-68.93623146","-97954.92917-2304713.681","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","328.9285988374918","0.0","-3489","271.9217599076846"
"1940494932","true","2012-01-27 15:30:36.000","-2.582921598","-68.80318913","-104627.3806-2319329.348","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","304.6758813157787","0.0","-3729","271.95465843847734"
"1940494933","true","2012-01-27 16:00:36.000","-2.591701005","-68.80239302","-104986.8-2319402.338","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","304.6468322694768","0.0","-3737","271.9546850082098"
"1940494934","true","2012-01-27 16:30:36.000","-2.600733974","-68.80196162","-105354.6561-2319434.013","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","304.666797246066","0.0","-3737","271.95457609815713"
"1940494935","true","2012-01-27 17:00:36.000","-2.609260458","-68.8018983","-105700.1447-2319425.391","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","304.70883458745107","0.0","-3732","271.9543507364793"
"1940494936","true","2012-01-27 17:30:36.000","-2.617288563","-68.80222589","-106023.4593-2319373.915","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","304.65901693969107","0.0","-3732","271.95399910798744"
"1940494937","true","2012-01-27 18:00:36.000","-2.624796857","-68.80279422","-106324.4852-2319296.433","true","1112","1","gps","Thalassoica antarctica","4182006GPS","4182006","At-sea distribution Antarctic Petrel, Antarctica 2012 (data from Descamps et al. 2016)","304.4607421051666","0.0","-3732","271.95357438805814"
